content,label
"We have just sent to you the draft PO which is attached file, please check your company's information. 
Hope to receive your feedback asap!",2
"Please see the PI attached. Please issue your PO and make payment, items are subject to prior sales unless payment is received, 

And kindly note that your latest inquiry didn’t include oil filter which you mentioned in your 1st inquiry. 

Anything feel free to let us know.",2
"We send you our enquiry again. 
5H120502, GASKET PACKAGE Set 1 
5H401142, DISC, CARBON STEEL Pc 12 
5H401791, SPRING Pc 72 
5H401132, DISC, CARBON STEEL Pc 12 
5H407322, SPRING Pc 72 
5H401201, LOCK PLATE Pc 12",3
"We would like to inform you that we will process to order for this quotation. Please, send us Proforma Invoice. 
We will draft PO base on PI.",2
This order has been picked up by Fedex yesterday. You can just print out for this certificate.,2
"We would like to introduce Mr. Johnny, our FWD who will contact with you to pick up good. 
Note: Pls, put Cert of quality (original) and the goods together. Customers will not receive the goods if the goods do not have the Cert of quality.",2
"Please, support us provide Ms. Mee forwarder details and Pick up the shipment when Mr. Chen send us INV, PL.",3
"Ask oxygen transmitter
My side has received payments and receiving information. Will arrange payment for goods tomorrow 10/04/2020 by Viettel carrier.",3
Export invoices for Song Linh.,3
"I sent UNC as the attached nail file. Please check for me. 
I send the invoice and delivery information as follows: 
Song Linh Trading and Service Company Limited 
65/9 Binh Gia, Ward 8, Vung Tau City, Ba Ria - Vung Tau Province. 
MST: 3500904295. 
Recipients: Kha Nguyen. 089 879 6588. 
We hope to receive your feedback.",3
"Send him notice of delivery as the attached file. 

After receiving the payment, I will deliver it to you immediately. 

Please give me information and vouchers.",3
"After receiving the payment, please arrange the invoice by this mail to Mr Kha - Song Linh.",3
I sent you to confirm the order as the attached file. I send a bank information for your side to pay 50% for orders.,3
"I sent back the price to you at offer the price below that Mr.Duy sent. 
However, with my small order, I could not order him immediately because of the high transportation cost. He considered for helping these 02 options: 

1. Order immediately +3,500,000 VND 
2. Moving orders, expected time to wait for grafting 01-02 weeks.",3
Nice to work with him on this order. Please send me the quote for my side to make an order contract.,3
"Thanks for your confirmation information. 
Mr. CAD Company (authorized representative of Honeywell Analytics) will support me.",2
I see the price hello below and support Mr. Kha Process this order offline. Thank you.,3
"Currently this order has been won, so I will proceed to order. Please give me the official quote and company information to make a contract. We hope to receive your feedback.",3
"Thanks for the information provided. Kha see offer below. 

- Part number: spxcdalmtxo 
- Description: Atex/IECEX & AP approved sp xCD O2 Transmitter with LM25, M20 Entry 
- Unit Price: 870 USD, Not Included 10% VAT 
- Quantity: 1 PC 
- Delivery Time: 5-6 weeks 
- Delivery Term: DDP HCM",3
"Binh Dang PGD Bank (however, on online transactions it reject this PGD so sometimes searched) 
If there is no PGD Binh Dang, Mr. Note is HCM Branch",2
"Thanks for your information. 
I send bank information: 
- Payment by cash or tt at AT: 
+ Account No. : 131863209 (VND) 
+ At the bank: Asia Commercial Bank (ACB) 
+ Beneficiarry: CAD Supply Company Limited",3
CAD Company sends a draft invoice please confirm to the CAD company to send the original invoice,3
"[External] Song Linh Mr 122/20 RFQ spare part for Acc compressor No 1&2 -Low ROB after maintenace. Compressor Specification: Model - 5H120- A194 - Maker: CARLYLE
Thanks, the price offered is our best price already.

We will issue you PI for your payment.
",2
"Please, check our PO and confirm it. 
We will send you official PO. 
Hope to receive your mail.",2
"I send you draft Po as in attached file. 
Can you give us a discount on this order? Because of this order I have thin margins for this order.",2
"I will process to order for the enquiry. Please, send us INV. We will draft Po for the quote.",3
"We have a news from our customer. Please, clarify our customer comment as below: 
“We have a little confusion before confirming “accept” or “not accept”. So please ask Maker to confirm whether our steel rod with P/N: 5H40-1904 which is stamped on its body (see attached file) and Maker’s steel rod P/N: 5H40103 are similar or not such as dimension, weight…. 
@Note: Currently connecting rod bearing half P/N 5H401002 is being used for our AC compressor connecting rod which is shown in attachment file.”",1
"That is al. conn rod, and we has advised that it has been obsoleted for a long time. Is there something we missed out?",1
"We have discuss with our customer, they want to quote for item 303 in catalogue 
303 12 - 5H46953 CONN ROD ASSEMBLY (ALUM ROD) (NOTE): 
Includes: Items 304 – 308; 
Please, quote us again.",3
Thanks for your info. Then the steel rod is the one. 5H40103 is the correct part no.,1
"We send you customer comment and picture as attached file. 
“Please find feedback from MS: 
Please find attached file in which our compressor nameplates have been taken (see pages 1 &2), then we also checked existing spare connecting rod which was bought in MR 003/14 (see page 5) and found its material is carbon steel (see pages 3 & 4). Furthermore, 3 of 4pcs the connecting rods in MR 003/14 have been used without any issue and it’s means that current material of all connecting rod in our AC compressor is carbon steel , so please pass attached file to Maker and ask them to supply us the connecting rod exactly as they are being used.” 
Please, check and feedback us.",1
"Al rod was for compressor made before 1977. Please provide your compressor nameplate for us to verify. 

Al. conn rod now is longer available. 

You have to change to steel conn rod, and has to replace all of the al. rod. Cannot be mixed.",1
"my client has reviewed section 188. they have told me they need Item No. 2 - The connecting rod (Alum. Rod - P / N 5H46953) is section 303 on Maker 13's catalog page. 
So please find attached file in which we circled in red and highlighted in yellow and quotation us. 
By the way, Item 303 is steel rod, right?",3
"So, we have to need 6per 5H401002 for 3 set 5H40103, right?",1
"Yes, correct, the item no. for 5H40103 which shown in the spare part list Shihai sent to you includes item 298 till 301 

Yes al. rod has been discontinued for quite a while. 

Your inquiry 5H40103 is already a steel rod, 

Item 302, 5H401002 price is USD14 per pc. Standard pack is of 4 pcs. Have to ordered in the times of standard pack. Ex-stock in Singapore",3
"We want to clarify item 188 as below: 
Is item 188 include from item 289 to item 301, right? 
another supplier quote our customer that item 188 Alum. Rod discontinued, The new product will replace the new material of stainless steel. 
It will need item 302 to use together. 
Please, check and reply our mail.",3
"We are offering per part number. As long as part number is the same, physical goods will be right. The illustration for display only, you can use for your own reference.",3
"because We have to clear the imported goods and they need image for each item. 
we send you table with name and link image. Could your please confirm us for the goods that you quotation us similar image in link? 
Item 203, valve plate package, 5H40120A 
https://www.carrierenterprise.com/rcd-parts-plate-5h40120a 
Item 188, connecting rod package, 5H40103 
https://www.carrierenterprise.com/rod-5h40103#tab-info 
Float assembly for Refrigerant oil separator 
P/N: A-1900-30 
https://www.amazon.com/Henry-Technologies-A190030-FLOAT-ASSEMBLY/dp/B008HQ5K2M 
387, 5H120252, OIL SCREEN & SUCTION TUBE ASY 
https://www.carrierenterprise.com/screen-5h120252 
388, 5H1203451, GASKET,OIL SUCTION TUBE 
https://www.carrierenterprise.com/5h1203451/?_br_psugg_q=5H120345",3
Packing list will be provided after order confirmation. What do you mean list spare part for item 1?,3
"Could you please advice us dimension for the shipment? 
And, we find hs code for item 1. Please, send us list spare part for item 1.",3
"We will keep same price for you. But lead time will be 5 weeks in Singapore for stock, and 12-14 weeks for non-stock.",3
"Because We are making estimates for the quotation. 
Could you please quote the price Exw-singapore? 
because we will take the whole order.",3
"Have a you any update for the Item 3 “A-1900-30”? 
Please, check it and quotation as soon.",3
"How about Item 3? 
3 Float assembly for Refrigerant oil separator A-1900-30 - Made in USA 1 Pc",3
"Item 188, connecting rod package, 5H40103, USD242 each, 10pcs stock subject to prior sales. 

Item 203, valve plate package, based on your model 5H120. It will be 
5H40120A, USD 690 each, 3pcs stock subject to prior sales.",3
"Please, see highlight as in attached file pare 18,20 and picture. 
Please, check it and quotation us.",3
"Thanks for your inquiry, item 1,2,3 part number mismatch with item drawing number and description. Please find attached 5H126 compressor part list and let me know what item you are looking for. 

Item 4 and 5 are clear. Price are below, lead time TBA. 

387, 5H120252, OIL SCREEN & SUCTION TUBE ASY , USD 350 each 
388, 5H1203451, GASKET,OIL SUCTION TUBE , USD 4 each",3
"We have a new enquiry as below, we would be grateful if you could provide us with a quotation 
1 203 - Valve plate package 5H120-A194 5 Set 
2 188 - Connecting rod package (Alum. Rod) PSN F701597 5H46-953 3 Pc 
3 Float assembly for Refrigerant oil separator A-1900-30 - Made in USA 1 Pc 
4 388- Gasket Oil Suction Tube Model - 5H120- A194 - Maker: CARLYLE 2 PC 
5 387- Oil screen and suction tube assemly Model - 5H120- A194 - Maker: CARLYLE 2 Pc 

Please kindly check & offer us your best price for the goods. 
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Certificate of Origin by chamber of commerce; Cert of quality ( cert of conformity) by manufacturer: Original 
Our deadline is 19/05/2019, please quote us before 18/05/2019. We hope to received your quote soon.",3
We need your draft PO before we can process and issue you PI for your payment.,2
Please see attached signed copy. And the PI shall send to you once ready.,2
"Please, send us PI. if you accept our PO please sign it and send us file scan.",2
"Thanks, the price offered is our best price already. 

We will issue you PI for your payment.",2
"Regarding the remaining 70% payment of the order, Mr. Kha helped me,
Cash 12,008,000
TM fee 2,000,000
Total application after tax 15,408,800
Duong would like to send to Mr. Kha to hold, and Duong's goods are ready at the warehouse, can be delivered to Mr. Kha.
There is nothing thanks to Mr. Kha to help Duong's rest.
",3
"Today, November 27, Duong has been cleared, and transported to Bao Nghi warehouse 
When the goods arrived at the warehouse, Duong scheduled to deliver to Mr. Kha.",3
Please update for me the information of this order. We hope to receive your feedback.,3
"Duong would like to send Mr. Kha information about Duong's account, when he finished payment, he could ask Mr. Kha to ask for a payment document, so that I will keep track of my order later.
Seller: Bao Nghi Technical Service Trading Company Limited
• Address: 47/94 Tran Quoc Toan, Ward 8, District 3, Ho Chi Minh City.
• VPGD: No. 6, N10, Mega Ruby Khang Dien, P. Phu Huu, District 9, HCM
• Account number: 0371003768650 VND at: Vietcombank - Tan Dinh Branch
• Tax code: 0305260845
Note: Mr. Kha noted, in the quotation file, the PTM fee is 2 million VND, if he asks for his room.",2
"Duong would like to send him back to confirm the application just now, Duong will try to report the delivery in 2020.
If you need to clarify anything, Mr. Kha, for Duong or Anh.
Note: If CO, CQ from the manufacturer, it is free",3
Please send me the price with the number of 1 with the certificate fee for my body to order.,3
"Duong would like to send confold with him about the price of this set will help keep the price to the UK for a number of 1. According to feedback from the company, the price changes increased for the number of decreases to 1, however, Bao Nghi asked to keep the price to support the Song Linh to participate in the bidding package with the best results.",3
"As if exchanging quickly with him by phone, Duong would like to confirm the information of the production year of the product (YOM) is 2020. 
If you need any additional information, Mr. Kha for Duong or with me",1
"Duong Temple Tu Bao Nghi, representative of Imi Norgren in the energy, please support him. 
I would like to send you a detailed quotation with the parameters of the voltage filter. 
If there is a problem with further assistance, ask Mr. Kha to share to help Duong support him in time.",3
"Thank you, Mr. Kha, Duong for receiving information. 
And Duong has handled delivery through Viettel Post. 
If you need further support, Mr. Kha let Duong or Duong",3
"My side will send UNC after paying for me.
I send the invoice and delivery information as follows:
Song Linh Trading and Service Company Limited
Address: 65/9, Binh Gia, Ward 8, TP. Vung Tau, Ba Ria - Vung Tau Province.
MST: 3500 904 295


Delivery address: 63, Street 30/4, TP. Vung Tau, Ba Ria - Vung Tau Province.
Recipients: Nguyen Kha 089 879 6588.",2
Attached you can find requested quote.,3
"My name is Hung from Song Linh Trading and Services Company Limited in Vietnam. 
We have a new inquiry with information as below. 
Please kindly check and offer us your best price 

Item Description P/N Long description Manufacture Unit Quantity 
1 Proximitor® Sensor P/N: 330180-X1-05 MODEL: 145193-01 Bently nevada 3300 XL 5/8 mm Proximitor sensor 14.0 metres system length, DIN mount Approval: CSA, ATEX, IECEx Bently nevada PCE 1 
2 Proximitor® Sensor P/N: 330180-X1-05 MODEL: 163339-01 Bently nevada 3300 XL 5/8 mm Proximitor sensor 14.0 metres system length, DIN mount Approval: CSA, ATEX, IECEx Bently nevada PCE 1 
3 Proximitor® Sensor P/N: 330180-91-05 Bently nevada 3300 XL 5/8 mm Proximitor sensor 9.0 metres (29.5 feet) system length, DIN mount Output: 7.87 V/mra (200 mV/mil) Approval: CSA, ATEX, IECEx Bently nevada PCE 1 

End user: Vietsovpetro 
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Technical spec. 
- The certificate: 
+ Certificates of Quality (CQ) or test certificates with indicating actual date of manufacturing or testing (in CQ must be specified real Serial and Part number for the Goods receipted): Original issued by the Manufacturer. 
+ Certificates of Origin (CO): Original, issued by chamber og commerce of manufacturer’s country or Exporter’s country. 

Please quote for us before 27/11/2019. We hope to received your quote soon",3
"Dimension & weight : 2-3 kg gross, 1 box : 30 x 20 x 20 cm. 
Approval: CSA, ATEX, IECEx” – will be delivered along with goods.",3
"Well received. 
We need to estimate for freight so please advise us Dim and G.W 
Please confirm about “Approval: CSA, ATEX, IECEx”",3
"Pls advise on below request urgently. 
Shipment is at custom now.",1
"We need cert as below: 
- Certificate of Quality/ Certificate of Conformity 
- Ex Certificate issued by manufacturer, …",2
"We have trouble with customs. 
Please, send us all document for the light. We need to submit it to customs. 
Thank you so much!",1
"Can you give me some more information so that the company can quote you?
- End user? 
- Project name? 
- Deadline of quote? 
Hope to hear from you soon. 
Thank you",3
"We have a request for pricing for the following products: 

1. Oxygen sensor QRAE II gas concentration meter, p/n: 022-0300-000 02 pieces. 
Bidding deadline: 16/02/2020. 
Could you please check and quote for me. 
Looking forward to receiving your quote",3
"We have a request for pricing for the following products: 
1 Pc(s) Oxygen Transmitter: Sensepoint XCD Model: Sensepoint XCD OXYGEN (Electrochemical cell type) P/N: SPX CDALMTX0 
Could you please check and quote for me. 
Looking forward to receiving your feedback.",3
"We will proceed to order for the item as below. 
Please consider supporting a discount for us because this is the first time we deal with each other and I hope to have more orders in the future. 
Could you please check the delivery time and confirm it for me. 

“QRAE III Gas Meter” 

http://www.orientmarine.com.vn/may-do-khi-gas/may-do-khi-honeywell-rae-systems.html 

1. Type with suction pump (used to remotely measure tanks, tunnel through rubber hoses dropped from the mouth of the tank/cellar): 21,000,000 VND/1 piece 
(If you buy another 10 m of wire, the price of 1m = 50,000 VND) 

+ The selling price does not include 10% VAT. 
+ Delivery time: 1-2 weeks""",3
"My side confirmed the order today, I will send you a pdf file quote for me to confirm. 
Please support me to order early so that after Tet I can deliver on time as scheduled.",3
"My side will quote you soon.
Thank you",3
"The specifications are based on the IMPA code, I have marked in the attached image. 
Please check for me, if you need any more information, please let me know. 

Thank you.",3
"Thank you for the quote. 
Our customers need a certificate of origin from the chamber of commerce and a certificate of quality of the manufacturer: original, included upon delivery. 
Can you advise me on the certificate?",3
"Thank you for the quote. 
Could you please send me a catalog for the product.",3
"Thank you for contacting us to discuss work. 
I send you my company information as an attachment. 
I would be very happy if you could take the time to visit my office at the address below. 

454A Binh Gia, Nguyen An Ninh Ward (section from Binh Gia to Le Quang Dinh direction, near beer warehouse)",2
"Thanks for your information. The offer is sent as below. 

- Part number: 2108N4000N 
- Description: Searchpoint Optima Plus, Hydrocarbon calibration, with dust barrier, weather housing, deluge/heat shade, ATEX/IECEx certified 
- Unit price: 1680 USD, not included 10% VAT 
- Quantity: 2 pcs 
- Delivery time: 5-6 weeks 
- Delivery term: DDP HCM",3
"Thanks for your information. The offer is sent as below.

PN 2108N4000N, unit price 1700 USD, excluding VAT.
Delivery time 6-8 weeks.
Offers conditions: DDP HCM.",3
"Thank you for your confirmation. 
Mr. Truong of CAD company (authorized representative of Honeywell Analytics) will continue to support you. 

Please view the offer below and support Mr. Kha process this order. Thank you.",3
"Thank you for your bid request for the Honeywell Analytics product. 
Please provide end user information before bidding (according to company regulations). 
Hope to receive your response and cooperation soon.",3
"Thank you for your bid request. 
I sent an offer attached.",3
"Thanks for asking for a quote. 
Would you mind providing me with end-user information for me? 
Quantity required is 1 pc?",3
"Thanks for your request. 
Please provide the end user and project name so that we can quote you.",3
"Catalog attached. 
Year of manufacture from 2019 or later.",3
"Hi Mr Kha, 

Truc sent you a quote for Philips lights, please view the attached file and replied to the email during the quote time.",3
"Hello! 
We receive your request, we specialize in providing desiccant for Active Alumina industrial air dryer system. 
According to your request, our product is not suitable.",2
"Hello, 
Please check the following link and determine what type of SHT30 sensor you need so that we can quote you a price. 
https://hshop.vn/search?type=product&q=sht30 
Thank you.",2
"Thank you very much for your enthusiastic advice and quotation for the equipment.
My side will check the options you gave and respond to you tomorrow if there is an order.

Can you tell me more that are certificate requirements full?",3
Give me end-user information before bidding.,3
"I would like to introduce about HTH
HTH Technology Company specializes in consulting, designing, installing, providing solutions and products for control systems (RTU, DCS, PLC, SCADA), instrument equipment of the following brands.

1. Dwyer Instrument from USA – Pressure, Temperature sensor, Flow meter - www.dwyer-inst.com (application for water, O&G, general industry, HVAC, BMS)
2. Honeywell from USA – PLC, SCADA, RTU, DCS, Field instrument pressure, temp - www.honeywellprocess.com
3. Oil, LPG, Gas Flowmeter Rhenik Coriolis Meter from Germany – To measure Gas, Oil, Chemical - www.Rheonik.com www.h2flowmeter.com
4. Gas flow meter RMG from Germany – Turbine meter, Ultrasonic meter, Gas Chromatograph - www.rmg.com
5. Physical Analyzer, Hydrocarbon dewpoint, Oil in Water, Salt in Oil system from Bartec Germany - www.bartec.de
6. Flow (Water, Chemical, etc) meter from Wise Control and Kometer – Korea – www.kometer.com
7. Advanced fire alarm system www.advanced.com – UK
8. IOT Gateway – Serial to Wifi, Modbus converter, Serial to 3G, etc www.usriot.com - China
If you need assistance with field instrument equipment, electricity, and control, please let me know.",3
"CO export country Chamber of Commerce charge 150 USD. 
The manufacturer's COC is an electronic copy, without a fresh seal and signature.",3
"Our company is in need of purchasing QREA II gas concentration meter. 
Please check the information below and send me a quote soon. 

1. Gas concentration meter (Oxygen, HC Combustibles LEL, H2S, CO) RAE system QRAE II pump, including 10m long air duct, battery charger and standard accessories. 

Quantity: 01 set. 

Goods supplied have full Manufacturer's Quality Certificate; Calibration report of the instrument.",3
"Our company is currently in need of asking prices for the following products: 
PIR 7000 (Gas Detector Infarared) Type IDS 0111 part no. 6811817 Refrence picture 
Maker: Draeger 
pcs 1 
IR gas detector for topside fire and gas system #BR 904 
Accompanying certificates: CO PTM, CQ NSX. 
Could you please check and quote for me.",3
"Dear a. Kha, 
The fastest time is also 8 weeks. But when signing the contract, you must write 8-10 weeks. Goods arrived, I will deliver immediately. 

Thanks.",3
"Dear Mr. Anh, 
Our company is in need of bidding for items of pipes, fittings, gaskets, bolts, ... 
Please see the attached file and help me ask for the best price to participate in the bidding. 

Request: 
Goods manufactured not before 2018 
1. Certificates: 
a) Certificate of Origin (Certificates of Original) issued by the Chamber of Commerce and Industry or the competent authority of the producing or exporting country for imported goods (Original or copy certified by the importer/ Notarized). 
b) Mill test certificate BS EN 10204 type 2.2 and BS EN 10204 type 3.1 (original or duplicate). 
c) Certificate of Quality and Quantity issued by the manufacturer (original or true copy). 
2. Delivery time: No later than 8 weeks 

Please let me know the price before November 6, 2019",2
"Dear Mr. Anh,
I would like to resend the updated excel file for this order.
Please check the attached file.",3
"Dear Mr. Cuong 

Thanks for your request. 

My agent - Formula Asia Vietnam, will send you an offer soon",3
"Dear Anh Cuong 

On behalf of Schaeffler Company, we sincerely thank you for your interest in supporting FAG bearings. 

In order to facilitate the supply of goods, Mr. Cuong please contact Hoang Anh KT CN Co., Ltd - one of the authorized distributors of FAG/INA bearings.",2
"Dear Anh Cuong, 

I sent you a quote. Please check the attached file.",3
"Dear Mr. Dung, 

The company sends you a request for a new bid with the following information attached. 
Please check the information and provide it to us soon. 

* Please provide below information in quotation: 
- Year of manufacture: 2019 
- Validity period of quotation: 
- Delivery time: 
- Payment methods: 
- It is necessary to specify Model / Part number / Manufacturer / Origin in the quotation. 
- Sample certificate, CO issued by the Chamber of Commerce of the exporting country, CQ / catalog / drawings. 

4 Oxygen Sensor, Manufacture: Dräger pcs 1 MSR-3981 item 10 
Order Number: O2 LS 68 09 630",3
"Dear Mr. Hoang, 
The company is wishing to bid for 01 set of low voltage cabinets LVSWGR 480V, 2500A + Busduct. 
Please check the requirements, specifications as below and support me to ask for the best price. 

Low voltage cabinet LVSWGR 2500A 
No. Request content Detailed requirements 
1 Producer 
2 Applicable standards IEC 62271 and IEC61892. 
3 Rated voltage[V] 600 
4 Working voltage [V] 480 
5 3phase power network ; 3 wires 
6 Busbar rated current [A] 2500 
7 Short circuit current (3s) [A] 25000 
8 Rated frequency [Hz] 50 
9 Form of cabinets 3b 
Busduct Low voltage cabinet LVSWGR 2500A 
No. Request content Detailed requirements 
1 Producer 
2 Applicable standards IEC 62271 and IEC61892. 
3 Rated voltage[V] 600 
4 Working voltage [V] 480 
5 3phase power network ; 3 wires 
6 Busbar rated current [A] 2500 
7 Short circuit current (3s) [A] 25000 

Y/C includes: 
- Single line drawing, layout, control diagram, logic, etc. 
- Specification and Data sheet of the device in accordance with the technical requirements 
- Catalog of equipment 
- Instruction manual for equipment installation, operation and maintenance 
- CO, CQ 
- FAT Test 
- Delivery time 

Hope to hear from you soon!",3
"Dear Mr. Hung, 

As discussed with you by phone, we currently have a request for you to quote with the following content: 

1. ASTM C95400 copper alloy plate: 
+ Dimensions: S30*510*1020mm 
+ Chemical composition: Fe (3+5%), Ni (1.5%), Al (10+11.5%), Mn (0.5%), the rest is copper 
+ Sheet thickness deviation: 0.5 mm 
+ Quantity: 672 kg 

2. Copper-aluminum-nickel alloy tree ASTM C95500: 
+ Size: 150mm 
+ Chemical composition: Fe (3+5%), Ni (3+5.5%), Al (10+l1.5%), Mn (3.5%), the rest is copper 
Diameter deviation: 0.7 mm 
+ Quantity: 19 kg 

Certificates required: 
• Certificate of origin issued by the Chamber of Industry or Commerce of the producing or exporting country (original or copy certified by the importer) 
• Quality certificate issued by the manufacturer (original or copy certified by the importer) 
• Mill test/ Material test report includes chemical composition (original or copy certified by importer) 

We look forward to hearing from you soon, 

Best regards, 

Mr. Toan Manh Vu",3
"Dear Anh Kha,

Good morning!
My side sent you a quote for the fitting lot as the attached file.
If you need more help, message me.
Hope to hear from you soon.",3
"Dear Anh Kha, 

My side sent you revised quotation as attached file. 
If you need more help, message me 
Hope to hear from you soon.",3
"Dear Anh Kha, 

I have received the mail. 
My side will check and send you a quote soon.",3
"Dear Anh Kha, 

Good morning! 
Item 38: Ball Valve 1/2"" NPTF 10000psi, for Ball Valve 1/2"" NPT, Fujikin's Ball Valve 1/2"" NPTF can withstand a maximum pressure of 2500psi, so we can't report this item. 
Item 39: Check Valve 10000psi: Fujikin's Check Valve can withstand a maximum pressure of 6000psi, so we can't quote this item. 
About the price: my side has told you the best price to bid, if your side wins the bid, my side will try to ask the Japanese boss and the factory to support you to reduce the price by 2% - 5%. 

If you need more help, message me.",3
"Dear Anh Kha, 

Thank you for your email inquiry. 
We will check and send you a quote soon. 
Can you give me project information so that my side can save and report to the factory? 
- End user ? 
- Name of project ? 
- Location ? 
- Estimated delivery time? 

Hope to hear from you soon",3
"Dear Mr Kha, 

The contract is fine, I just add the product name in Vietnamese, 
Please check and give me feedback so I can sign it for you. 
Thank you,",2
"Dear Mr Kha,
CO belongs to the Department of Commerce.",3
"Dear Mr Kha, 
I checked Kitz again and got the following information: Model 150SCTB is now STOPED, and switched to a new model called 150SCTDZ. 
Basically, the 150SCTDZ model has the following installation parameters: Face-to-face, flange is the same as the 150SCTB model (discontinued), so the replacement on the old system is completely possible. 
Please see the drawings of the two types I attached to compare. 
Hope to hear from you soon.",2
"Dear Mr Kha, 
Today, our side will pick up goods from Quatest 3 and will prepare full documents to send to you. 
5th latest.",3
"Dear Mr Kha, 

Hung Phat sent you the price list upon request. 

Best regards",3
"Dear Mr Khanh ! 
Can you support me with a quote for the following items: 
No. Name of goods 
(Symbols, specifications) Units Quantity to buy 
1 Magnetic flow transmitter 
Krohne Optiflux 4300 Ex Compact version; Model : IFC300C- Ex; Textbook: 3.9868; GKL: 8.0435; f field = f line/6; DN: 200mm or 8"" inch (0-500m3/h) 4-20mA; ER 3.2.6 ""VR""; 12-24VDC 12W 
Wetted materials : Et/PFA HC22 IP 66/67 Ex II2(1) GD Eex dqe [ia] IIC T6; 15.9 bar at 20oC 
Fully replacement for S/N: A1063573 ea 2 

Thank you !",3
"Dear Mr Khanh, 

Can you help me quote some items of fire alarm equipment in the attached file. 

Year of manufacture: 2020 
- Validity period of quotation: 
- Delivery time: 
- Payment methods: 
- It is necessary to specify Model / Part number / Manufacturer / Origin in the quotation. 
- Certificate, CO issued by the Department of Commerce of the exporting country, CQ / catalog",3
"Dear Mr Khanh, 

I sent you the second order, see if you can report any items, please let me know.",3
"Dear Mr. Trong, 

Thank you for your support. 
We will pay 100% and send you UNC tomorrow.",3
"Dear Mr. Trong, 

Thank you for your support. 
I send you order confirmation as attachment. 
My side will pay 30% for the first installment, and will send it to you UNC tomorrow morning. 

Note: Please check the CO, CQ to give us.",3
"Dear Mr. Trong, 

Hello. 
Sorry for the late response to this order, I have just received the results. 
Please help me check the price, delivery time of the product and give me feedback.",3
"Dear Mr. Trong, 

I send you the UNC in the attached file. 
Please check with the accountant and confirmed with me. 

Thank you.",3
"Dear Mr. Trong, 

Thank you for your email response and support. 
This item is not urgently needed, so I will report you later. 
We will send order confirmation via email soon.",3
"Dear Mr. Trong, 

I received your email. 
Regarding the product price, can you help keep the old price or give me a discount? 
We will bidding this order, so the profit is not high. 

Hope to get support from you.",3
"Dear Mr. Trung, 

My side received a clarification letter from the end-user about the change of the new product code, requesting clarification by letter from the manufacturer or the manufacturer's representative in Vietnam. Please reply me soon before 10:00 24/11/2020.",3
"Dear Mr. Trung, 

My company sent you a request for a new bid with the information as attached. 
Please check the information and provide it to us soon. 

* Please provide below information in quotation: 
- Year of manufacture: 2019 
- Validity period of quotation: 
- Delivery time: 
- Payment methods: 
- It is necessary to specify Model / Part number / Manufacturer / Origin in the quotation. 
- Sample certificate, CO issued by the Chamber of Commerce of the exporting country, CQ / catalog / drawings. 


23 Float for ATLAS Level-Press Fv-15b, sg 0.8273 - 08568 pcs 1 
Maker: ORION 
24 Float for ATLAS Level-Press Fv-15b, sg 0.8304 - 0.8528 pcs 2 
Maker: ORION 
25 Float for ATLAS Level-Press Fv-15b, sg 0.8277 - 0.8568 / 0.9721 pcs 1 
Maker: ORION 
26 Float for ATLAS Level- Press Fv-100b, sg 0.4649 pcs 1 
Maker: ORION",3
"Dear Mr. Truong, 

We confirmed the order today, please send me a pdf file quote to confirm. 
Please upports ordering early to help me through Tet so that I can deliver on time as scheduled.",3
"Dear Mr. Truong, 

I sent you the order confirmation for this order. 
Please see the attached file for me. 

About payment, we will pay tomorrow morning because my boss is away today. 
Can you help me still place an order?",3
"Dear Mr. Truong, 

We paid for this order this morning. 
I send you the UNC in the attached file, please check with your accountant and confirm the email for me.",3
"Dear Mr. Truong, 

Thank you for your support and email notification. 
I send you the invoice information as below. 

"" 
Song Linh Service and Trading Co., Ltd 
No. 65/9 Binh Gia, Ward 8, City. Vung Tau, Ba Ria-Vung Tau Province 
MST: 3500904295 
"" 
Delivery address: 65/9 Binh Gia, Ward 8, Vung Tau City. 
Please contact me: 0906346034 Huy",3
"Dear Mr. Tuan, 

At the beginning of the letter, Soli would like to send you the most respectful greetings. 

As you know, Soli Company currently has a request to bid for a number of contact information, including a request for a set of Sperry Marine compasses: 

No. Description Unit Q'ty 
1 set of Mastercompass NAVIGAT 100 Sperry Marine including: 
Mastercompass NAVIGAT 100, with built-in control and display unit, integrated distribution terminal board, for connection to 24 VDC main supply and 24 VDC back-up supply Standard gyro container Mod.10/3 in transport box allow roll and pitch freedom of + 40° Gyrosphere type 3 in transport box Installation kit: 
- Power supply DC-AC 
- Certificate of Quality issued by Sperry Marine (Original) 
- Certificate of Type Approval issued by Vietnam Register (Certify True Copy) 
- Delivery time: 30 days Set 1 

Due to the limited offer time, Soli hopes to receive a bid before 4pm on November 1, 2019 from Mr. Tuan. 

If Mr. Tuan needs any more information, Mr. Tuan can contact me directly or Soli company. 

Soli hopes to receive a bid from you soon, 

Thank you,",3
"Dear brother, 

I will send you the quote file upon request. please check your email, 

Delivery time after 3-5 weeks. 

Thank you.",3
"Dear Anh, 

My side will support the old price for you! But the next PO I will not have this price. 
Please help me to pay soon. 

Thank you!",3
